sentence,label,category
"I have bought this about 3 times now, you get quality and quantity without sacrificing price.",0,Pet supplies
It clumps together so well and is so easy to clean without breaking apart into smaller bits.,1,Pet supplies
I used to buy Integrity cat litter from a local pet store.,0,Pet supplies
a life saver!!,0,Pet supplies
"I ordered 2 more, because it is so great.",0,Pet supplies
This is how heavy it is.,0,Pet supplies
This is the best clumping clay litter I have every used.,0,Pet supplies
The litter ends up everywhere in the house - including my BED.,1,Pet supplies
"Worse yet, this did NOTHING to attract my cat to her box.",1,Pet supplies
"We did try corn, pine, pellets but the texture seems to be the key.",0,Pet supplies
This stuff is great!,0,Pet supplies
"It almost cements to the pan, which makes it hard to sift/shovel out, and without making a huge mess.",1,Pet supplies
The last bag I bought was in late November.,0,Pet supplies
My weekends revolved around damage control!,0,Pet supplies
Amazing.,0,Pet supplies
"On top of all of this, it's incredibly cheap for a 40lb bag.",0,Pet supplies
"Very, very little dust; holds the nasty smells for a few days if you forget to clean up after the furbabies; and, it comes via United States Postal Service to my front door, even though it's 40 pounds.",1,Pet supplies
"The litter itself is great, my cat now poops in the box.",0,Pet supplies
I do not have the sticking problem with it.,1,Pet supplies
"Honestly, this cat litter is awesome.",0,Pet supplies
We have bought several brands (World's Best Cat Litter) (NOT!),0,Pet supplies
With other litters the dust kicked up just when putting it in the litter box was enough to make me cough but not with this litter.,1,Pet supplies
"It tracks everywhere, turns to sticky mud instead of clumping, and it does NOTHING to cover up the smell of cat feces.",1,Pet supplies
You cannot smell that I have a cat.,0,Pet supplies
It lasts a very long time and there's literally no odor.,1,Pet supplies
Up until March of thus year this stuff was gold!,0,Pet supplies
"Good odor control, clumps fast, minimal dust.",1,Pet supplies
"I keep litter boxes throughout the house, filled with different litters: cedar, non clumping clay, this litter, corn, pine pellets.",0,Pet supplies
We have used Dr. Elsey's Precious Cat to entice our cat to use the dang litter box.,0,Pet supplies
"It is, by far, the best I've tried and the price point does not at all reflect the quality.",0,Pet supplies
I threw the litter out after 4 days.,0,Pet supplies
I only have been using this new cat litter for a week now but I do like it and so do the cats.,0,Pet supplies
Sooooo much less dust!,1,Pet supplies
I highly recommend this to any cat owner!,0,Pet supplies
Only complaint is that it's stupid heavy and a few times I've had it shipped from Amazon and it's gotten ripped apart in transit.,1,Pet supplies
Finally found a liter that eliminates the smell and clumps.,1,Pet supplies
We started trying alternative litters and when when we got to Precious Cat we knew our search was over.,0,Pet supplies
"I got no complaints regarding this product quality, but they could do much better with package.",1,Pet supplies
But maybe I will start buying this again..,0,Pet supplies
"The one I got before was so stinky but this is just as described, eliminates all odors and when I pour it there is no dust.",1,Pet supplies
No chemical smell added.,0,Pet supplies
And great delivery service!,0,Pet supplies
My 6 month old kitten starting pooping on my Oriental rug in the dining room right after I had him neutered and declawed.,0,Pet supplies
Very disappointing.,0,Pet supplies
Give it a try.,0,Pet supplies
The scent is not overwhelming like EVERY other scented litter I have used.,1,Pet supplies
If you're looking for fine gravel for your drive way this is the thing for you.,0,Pet supplies
"I bought this (and a brand new litter box), as my house is for sale and I want everything to be nice and fresh smelling.",0,Pet supplies
Precious Cat Attract litter is a great solution!,0,Pet supplies
After just a few days the box starts smelling like musty poop.,1,Pet supplies
We use this with our Robot Litter and it works great.,1,Pet supplies
Thank you!!!,0,Pet supplies
I won't use anything else now.,0,Pet supplies
"Even when I first pour in into the litter box, there isn't a billowing tower of dust flying up into the air like many other brands.",1,Pet supplies
There is no fragrance at all.,0,Pet supplies
Best litter I've used,0,Pet supplies
I have a bucket I use for my clean litter that I have been recycling for years and that is the test I give to all the litters I have tried.,0,Pet supplies
Worked!!,0,Pet supplies
"Two vet visits,( nothing wrong), changed all three boxes and still he was mad at me, until i changed to this litter last week.",0,Pet supplies
I have been using this for almost a year and the house does not smell like cats.,0,Pet supplies
I switched from World's Best to avoid dust (switching back stat).,1,Pet supplies
I have an automatic litter box.,0,Pet supplies
"My visiting daughter, after I cleaned the cat box (with the old litter) said, ""what is that on your hair?""",0,Pet supplies
My cat is happy and using the litter box as it should.,1,Pet supplies
Good price.,0,Pet supplies
"Clumps well,though.",1,Pet supplies
It really does a fantastic job at getting rid of odors for it being  fragrance free littler.,1,Pet supplies
Just beware that this is not a flushable litter.,1,Pet supplies
"A trip to the vet showed no health issues, just ""behavioral issues"".",0,Pet supplies
Switched to this brand of litter from Fresh Step litter because I was getting sick of all the thick clouds of dust the Fresh Step was creating.,1,Pet supplies
Reviews led me to Precious Cat.,0,Pet supplies
We tried everything!!,0,Pet supplies
No mess by having the ball of urine fall apart mid way from the litter box to the litter champ (see my review on that as well: it's been amazing!),1,Pet supplies
I cannot stress enough how much we love this litter.,0,Pet supplies
Some other brands don't last as long.,1,Pet supplies
Rrrrrrr !,0,Pet supplies
Very hard to scoop out when cleaning.,1,Pet supplies
I have bought numerous brands they wouldn't use.,0,Pet supplies
Works perfectly for a multi cat home.,0,Pet supplies
It does have significantly lower dust than other clay litters.,1,Pet supplies
I will never use anything else ever again.,0,Pet supplies
I have 5 boxes thru out my house (so we go thru the litter) and this is the ONLY one that actually works with odor control & clumping.,1,Pet supplies
"However, this does NOT have fragrances.",0,Pet supplies
"It is a bit coarse, and my fully-declawed rescue cat isn't fond of the texture, and when it clumps it tends to cement itself to the side of the box.",1,Pet supplies
Kitty loves it.,0,Pet supplies
And my right arm is tired.,0,Pet supplies
Not sure if the cat likes it because he poops on it.,0,Pet supplies
We won't use another litter!,0,Pet supplies
I like it.,0,Pet supplies
"I have asthma, so the dust is really bad for me.",0,Pet supplies
It is dusty and really a cleaning pain.,1,Pet supplies
"LOL  The dust is still visible, but it is very low.",0,Pet supplies
"However, this product did not deliver.",0,Pet supplies
"But if I ever started ordering some again, I wouldn't hesitate to go with this brand.",0,Pet supplies
The cats took to it right away!,0,Pet supplies
"So for now, I'm going to go back to a different brand just for her to see if her condition improves.",0,Pet supplies
I don't want my kitty using chemical laden litter!,1,Pet supplies
"This stuff works really well, kind of wish it had a fresher scent right of the bag but what it does is what really matters.",1,Pet supplies
Highly recommend it.,0,Pet supplies
"I have three cats, two indoor/outdoor and one indoor only.",0,Pet supplies
"Except when first pouring it into the pan, this litter has no dust.",0,Pet supplies
I won't use anything else.,0,Pet supplies
good cat litter.,0,Pet supplies
This product did just that.,0,Pet supplies
Works awesome!!!,0,Pet supplies
I used this litter for years.,0,Pet supplies
"Before i started with this litter, i would walk into the house and smell cat litter, now you would never even know i had any cats.",1,Pet supplies
I have 6 cats and as a proud and loving cat mom I have tried everything on the market thinking I was doing the best for my pets.,0,Pet supplies
I have been using this for a couple of months now and it is great.,0,Pet supplies
"I used this Precious Cat for the first time this week, and it's great!",0,Pet supplies
Good product!!!,0,Pet supplies
"He provides me with the stinkiest, nastiest dookies in the history of cat turds.",0,Pet supplies
